GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US36081011600,36081011600,"Census Tract 116, Queens County, New York",2226,237
1400000US36081011700,36081011700,"Census Tract 117, Queens County, New York",3866,481
1400000US36081011800,36081011800,"Census Tract 118, Queens County, New York",2644,303
1400000US36081011900,36081011900,"Census Tract 119, Queens County, New York",1565,178
1400000US36081012000,36081012000,"Census Tract 120, Queens County, New York",2456,325
1400000US36081012100,36081012100,"Census Tract 121, Queens County, New York",2241,245
1400000US36081012200,36081012200,"Census Tract 122, Queens County, New York",3293,399
1400000US36081012301,36081012301,"Census Tract 123.01, Queens County, New York",2812,365
1400000US36081012400,36081012400,"Census Tract 124, Queens County, New York",3096,319
1400000US36081012500,36081012500,"Census Tract 125, Queens County, New York",1883,173
1400000US36081012601,36081012601,"Census Tract 126.01, Queens County, New York",2889,349
1400000US36081012602,36081012602,"Census Tract 126.02, Queens County, New York",2736,296
1400000US36081012800,36081012800,"Census Tract 128, Queens County, New York",2357,303
1400000US36081013000,36081013000,"Census Tract 130, Queens County, New York",1598,158
1400000US36081013200,36081013200,"Census Tract 132, Queens County, New York",2456,478
1400000US36081013400,36081013400,"Census Tract 134, Queens County, New York",5719,569
1400000US36081013500,36081013500,"Census Tract 135, Queens County, New York",1607,210
1400000US36081013600,36081013600,"Census Tract 136, Queens County, New York",1981,253
1400000US36081013700,36081013700,"Census Tract 137, Queens County, New York",1609,179
1400000US36081013800,36081013800,"Census Tract 138, Queens County, New York",3740,419
1400000US36081014000,36081014000,"Census Tract 140, Queens County, New York",3926,637
1400000US36081014100,36081014100,"Census Tract 141, Queens County, New York",1822,236
1400000US36081014201,36081014201,"Census Tract 142.01, Queens County, New York",4285,595
1400000US36081014202,36081014202,"Census Tract 142.02, Queens County, New York",2674,318
1400000US36081014300,36081014300,"Census Tract 143, Queens County, New York",4074,332
1400000US36081014400,36081014400,"Census Tract 144, Queens County, New York",2082,293
1400000US36081014500,36081014500,"Census Tract 145, Queens County, New York",2267,255
1400000US36081014700,36081014700,"Census Tract 147, Queens County, New York",3224,313
1400000US36081014800,36081014800,"Census Tract 148, Queens County, New York",2189,243
1400000US36081014900,36081014900,"Census Tract 149, Queens County, New York",2233,340
1400000US36081015000,36081015000,"Census Tract 150, Queens County, New York",2799,324
1400000US36081015100,36081015100,"Census Tract 151, Queens County, New York",2455,258
1400000US36081015200,36081015200,"Census Tract 152, Queens County, New York",3037,376
1400000US36081015300,36081015300,"Census Tract 153, Queens County, New York",2018,209
1400000US36081015400,36081015400,"Census Tract 154, Queens County, New York",2637,346
1400000US36081015500,36081015500,"Census Tract 155, Queens County, New York",2471,203
1400000US36081015600,36081015600,"Census Tract 156, Queens County, New York",3284,312
1400000US36081015700,36081015700,"Census Tract 157, Queens County, New York",1486,239
1400000US36081015801,36081015801,"Census Tract 158.01, Queens County, New York",3782,516
1400000US36081015802,36081015802,"Census Tract 158.02, Queens County, New York",4722,498
1400000US36081015900,36081015900,"Census Tract 159, Queens County, New York",3948,451
1400000US36081016100,36081016100,"Census Tract 161, Queens County, New York",2482,232
1400000US36081016300,36081016300,"Census Tract 163, Queens County, New York",3558,319
1400000US36081016400,36081016400,"Census Tract 164, Queens County, New York",3852,439
1400000US36081016600,36081016600,"Census Tract 166, Queens County, New York",3585,564
1400000US36081016800,36081016800,"Census Tract 168, Queens County, New York",3314,314
1400000US36081016900,36081016900,"Census Tract 169, Queens County, New York",6038,787
1400000US36081017000,36081017000,"Census Tract 170, Queens County, New York",2800,302
1400000US36081017100,36081017100,"Census Tract 171, Queens County, New York",0,11
1400000US36081017200,36081017200,"Census Tract 172, Queens County, New York",2115,223
1400000US36081017400,36081017400,"Census Tract 174, Queens County, New York",2474,290
1400000US36081017600,36081017600,"Census Tract 176, Queens County, New York",2423,253
1400000US36081017800,36081017800,"Census Tract 178, Queens County, New York",2284,254
1400000US36081017900,36081017900,"Census Tract 179, Queens County, New York",967,177
1400000US36081018000,36081018000,"Census Tract 180, Queens County, New York",1457,322
1400000US36081018101,36081018101,"Census Tract 181.01, Queens County, New York",3581,451
1400000US36081018102,36081018102,"Census Tract 181.02, Queens County, New York",3539,265
1400000US36081018200,36081018200,"Census Tract 182, Queens County, New York",2538,265
1400000US36081018300,36081018300,"Census Tract 183, Queens County, New York",6461,651
1400000US36081018401,36081018401,"Census Tract 184.01, Queens County, New York",2118,253
1400000US36081018402,36081018402,"Census Tract 184.02, Queens County, New York",2448,254
1400000US36081018501,36081018501,"Census Tract 185.01, Queens County, New York",3333,300
1400000US36081018502,36081018502,"Census Tract 185.02, Queens County, New York",3610,371
1400000US36081018600,36081018600,"Census Tract 186, Queens County, New York",2098,305
1400000US36081018700,36081018700,"Census Tract 187, Queens County, New York",2923,293
1400000US36081018800,36081018800,"Census Tract 188, Queens County, New York",1399,184
1400000US36081018900,36081018900,"Census Tract 189, Queens County, New York",3644,451
1400000US36081019000,36081019000,"Census Tract 190, Queens County, New York",2749,309
1400000US36081019200,36081019200,"Census Tract 192, Queens County, New York",2227,299
1400000US36081019400,36081019400,"Census Tract 194, Queens County, New York",2816,333
1400000US36081019600,36081019600,"Census Tract 196, Queens County, New York",2947,361
1400000US36081019800,36081019800,"Census Tract 198, Queens County, New York",3210,352
1400000US36081019900,36081019900,"Census Tract 199, Queens County, New York",830,232
1400000US36081020200,36081020200,"Census Tract 202, Queens County, New York",1784,253
1400000US36081020400,36081020400,"Census Tract 204, Queens County, New York",2473,304
1400000US36081020500,36081020500,"Census Tract 205, Queens County, New York",1283,201
1400000US36081020600,36081020600,"Census Tract 206, Queens County, New York",1974,257
1400000US36081020800,36081020800,"Census Tract 208, Queens County, New York",2757,387
1400000US36081021200,36081021200,"Census Tract 212, Queens County, New York",2396,337
1400000US36081021400,36081021400,"Census Tract 214, Queens County, New York",7002,869
1400000US36081021600,36081021600,"Census Tract 216, Queens County, New York",4339,502
1400000US36081021900,36081021900,"Census Tract 219, Queens County, New York",4,6
1400000US36081022001,36081022001,"Census Tract 220.01, Queens County, New York",5958,468
1400000US36081022002,36081022002,"Census Tract 220.02, Queens County, New York",6880,487
1400000US36081022900,36081022900,"Census Tract 229, Queens County, New York",0,11
1400000US36081023000,36081023000,"Census Tract 230, Queens County, New York",2205,329
1400000US36081023200,36081023200,"Census Tract 232, Queens County, New York",5823,539
1400000US36081023500,36081023500,"Census Tract 235, Queens County, New York",8238,789
1400000US36081023600,36081023600,"Census Tract 236, Queens County, New York",3179,310
1400000US36081023800,36081023800,"Census Tract 238, Queens County, New York",4774,415
1400000US36081024000,36081024000,"Census Tract 240, Queens County, New York",6659,578
1400000US36081024300,36081024300,"Census Tract 243, Queens County, New York",5963,649
1400000US36081024500,36081024500,"Census Tract 245, Queens County, New York",5608,888
1400000US36081024600,36081024600,"Census Tract 246, Queens County, New York",0,11
1400000US36081024700,36081024700,"Census Tract 247, Queens County, New York",1577,242
1400000US36081024900,36081024900,"Census Tract 249, Queens County, New York",4981,624
1400000US36081025100,36081025100,"Census Tract 251, Queens County, New York",6339,605
1400000US36081025301,36081025301,"Census Tract 253.01, Queens County, New York",4020,389
1400000US36081025302,36081025302,"Census Tract 253.02, Queens County, New York",3057,419
1400000US36081025400,36081025400,"Census Tract 254, Queens County, New York",9722,1215
1400000US36081025500,36081025500,"Census Tract 255, Queens County, New York",1410,216
1400000US36081025700,36081025700,"Census Tract 257, Queens County, New York",1422,174
1400000US36081025800,36081025800,"Census Tract 258, Queens County, New York",2203,311
1400000US36081025900,36081025900,"Census Tract 259, Queens County, New York",3504,454
1400000US36081026000,36081026000,"Census Tract 260, Queens County, New York",2661,289
1400000US36081026100,36081026100,"Census Tract 261, Queens County, New York",7364,928
1400000US36081026200,36081026200,"Census Tract 262, Queens County, New York",1153,187
1400000US36081026300,36081026300,"Census Tract 263, Queens County, New York",6884,1294
1400000US36081026400,36081026400,"Census Tract 264, Queens County, New York",2572,337
1400000US36081026500,36081026500,"Census Tract 265, Queens County, New York",3807,433
1400000US36081026600,36081026600,"Census Tract 266, Queens County, New York",2046,348
1400000US36081026700,36081026700,"Census Tract 267, Queens County, New York",5768,606
1400000US36081026901,36081026901,"Census Tract 269.01, Queens County, New York",4836,492
1400000US36081026902,36081026902,"Census Tract 269.02, Queens County, New York",3675,487
1400000US36081027000,36081027000,"Census Tract 270, Queens County, New York",1989,365
1400000US36081027100,36081027100,"Census Tract 271, Queens County, New York",8744,887
1400000US36081027200,36081027200,"Census Tract 272, Queens County, New York",2339,418
1400000US36081027300,36081027300,"Census Tract 273, Queens County, New York",7683,1131
1400000US36081027400,36081027400,"Census Tract 274, Queens County, New York",1745,254
1400000US36081027500,36081027500,"Census Tract 275, Queens County, New York",6473,1201
1400000US36081027600,36081027600,"Census Tract 276, Queens County, New York",1299,207
1400000US36081027700,36081027700,"Census Tract 277, Queens County, New York",8299,924
1400000US36081027800,36081027800,"Census Tract 278, Queens County, New York",2374,338
1400000US36081027900,36081027900,"Census Tract 279, Queens County, New York",6359,687
1400000US36081028000,36081028000,"Census Tract 280, Queens County, New York",1923,255
1400000US36081028100,36081028100,"Census Tract 281, Queens County, New York",4547,512
1400000US36081028200,36081028200,"Census Tract 282, Queens County, New York",1883,248
1400000US36081028300,36081028300,"Census Tract 283, Queens County, New York",7824,732
1400000US36081028400,36081028400,"Census Tract 284, Queens County, New York",4310,513
1400000US36081028500,36081028500,"Census Tract 285, Queens County, New York",4994,588
1400000US36081028700,36081028700,"Census Tract 287, Queens County, New York",6377,723
1400000US36081028800,36081028800,"Census Tract 288, Queens County, New York",5154,526
1400000US36081028900,36081028900,"Census Tract 289, Queens County, New York",5251,556
1400000US36081029100,36081029100,"Census Tract 291, Queens County, New York",6767,756
1400000US36081029300,36081029300,"Census Tract 293, Queens County, New York",1097,181
1400000US36081029400,36081029400,"Census Tract 294, Queens County, New York",7097,841
1400000US36081029500,36081029500,"Census Tract 295, Queens County, New York",3451,333
1400000US36081029700,36081029700,"Census Tract 297, Queens County, New York",2117,315
1400000US36081029900,36081029900,"Census Tract 299, Queens County, New York",0,11
1400000US36081030600,36081030600,"Census Tract 306, Queens County, New York",4827,560
1400000US36081030902,36081030902,"Census Tract 309.02, Queens County, New York",7652,640
1400000US36081030903,36081030903,"Census Tract 309.03, Queens County, New York",5811,616
1400000US36081030904,36081030904,"Census Tract 309.04, Queens County, New York",3576,487
1400000US36081031700,36081031700,"Census Tract 317, Queens County, New York",6271,858
1400000US36081032000,36081032000,"Census Tract 320, Queens County, New York",5097,574
1400000US36081032700,36081032700,"Census Tract 327, Queens County, New York",3916,571
1400000US36081032800,36081032800,"Census Tract 328, Queens County, New York",2526,279
1400000US36081032900,36081032900,"Census Tract 329, Queens County, New York",3983,654
1400000US36081033000,36081033000,"Census Tract 330, Queens County, New York",6921,661
1400000US36081033100,36081033100,"Census Tract 331, Queens County, New York",0,11
1400000US36081033401,36081033401,"Census Tract 334.01, Queens County, New York",3645,356
1400000US36081033402,36081033402,"Census Tract 334.02, Queens County, New York",13204,1229
1400000US36081033700,36081033700,"Census Tract 337, Queens County, New York",3238,480
1400000US36081033900,36081033900,"Census Tract 339, Queens County, New York",3016,456
1400000US36081034700,36081034700,"Census Tract 347, Queens County, New York",3470,347
1400000US36081035100,36081035100,"Census Tract 351, Queens County, New York",4178,494
1400000US36081035200,36081035200,"Census Tract 352, Queens County, New York",3073,275
1400000US36081035300,36081035300,"Census Tract 353, Queens County, New York",2541,320
1400000US36081035700,36081035700,"Census Tract 357, Queens County, New York",4061,561
1400000US36081035800,36081035800,"Census Tract 358, Queens County, New York",4120,413
1400000US36081036100,36081036100,"Census Tract 361, Queens County, New York",2813,323
1400000US36081036300,36081036300,"Census Tract 363, Queens County, New York",1960,272
1400000US36081036500,36081036500,"Census Tract 365, Queens County, New York",3650,533
1400000US36081036600,36081036600,"Census Tract 366, Queens County, New York",3058,400
1400000US36081036700,36081036700,"Census Tract 367, Queens County, New York",2567,436
1400000US36081036800,36081036800,"Census Tract 368, Queens County, New York",2673,250
1400000US36081037100,36081037100,"Census Tract 371, Queens County, New York",1404,265
1400000US36081037300,36081037300,"Census Tract 373, Queens County, New York",2586,355
1400000US36081037500,36081037500,"Census Tract 375, Queens County, New York",4321,513
1400000US36081037600,36081037600,"Census Tract 376, Queens County, New York",6422,552
1400000US36081037700,36081037700,"Census Tract 377, Queens County, New York",3566,497
1400000US36081037900,36081037900,"Census Tract 379, Queens County, New York",7184,957
1400000US36081038100,36081038100,"Census Tract 381, Queens County, New York",7089,860
1400000US36081038301,36081038301,"Census Tract 383.01, Queens County, New York",0,11
1400000US36081038302,36081038302,"Census Tract 383.02, Queens County, New York",0,11
1400000US36081038400,36081038400,"Census Tract 384, Queens County, New York",2428,268
1400000US36081039400,36081039400,"Census Tract 394, Queens County, New York",3013,287
1400000US36081039800,36081039800,"Census Tract 398, Queens County, New York",1781,198
1400000US36081039900,36081039900,"Census Tract 399, Queens County, New York",4014,666
1400000US36081040000,36081040000,"Census Tract 400, Queens County, New York",1333,223
1400000US36081040100,36081040100,"Census Tract 401, Queens County, New York",7637,924
1400000US36081040200,36081040200,"Census Tract 402, Queens County, New York",1811,275
1400000US36081040300,36081040300,"Census Tract 403, Queens County, New York",7716,801
1400000US36081040400,36081040400,"Census Tract 404, Queens County, New York",4415,529
1400000US36081040500,36081040500,"Census Tract 405, Queens County, New York",3350,518
1400000US36081040700,36081040700,"Census Tract 407, Queens County, New York",8990,1102
1400000US36081040900,36081040900,"Census Tract 409, Queens County, New York",5338,637
1400000US36081041100,36081041100,"Census Tract 411, Queens County, New York",4108,469
1400000US36081041300,36081041300,"Census Tract 413, Queens County, New York",4614,644
1400000US36081041400,36081041400,"Census Tract 414, Queens County, New York",4279,554
1400000US36081041500,36081041500,"Census Tract 415, Queens County, New York",4278,479
1400000US36081042400,36081042400,"Census Tract 424, Queens County, New York",2426,357
1400000US36081042600,36081042600,"Census Tract 426, Queens County, New York",492,128
1400000US36081042700,36081042700,"Census Tract 427, Queens County, New York",5552,740
1400000US36081043200,36081043200,"Census Tract 432, Queens County, New York",1427,228
1400000US36081043400,36081043400,"Census Tract 434, Queens County, New York",1796,277
1400000US36081043701,36081043701,"Census Tract 437.01, Queens County, New York",3249,440
1400000US36081043702,36081043702,"Census Tract 437.02, Queens County, New York",6537,1087
1400000US36081043900,36081043900,"Census Tract 439, Queens County, New York",4281,472
1400000US36081044000,36081044000,"Census Tract 440, Queens County, New York",3916,500
1400000US36081044301,36081044301,"Census Tract 443.01, Queens County, New York",3613,479
1400000US36081044302,36081044302,"Census Tract 443.02, Queens County, New York",4491,641
1400000US36081044400,36081044400,"Census Tract 444, Queens County, New York",3308,380
1400000US36081044601,36081044601,"Census Tract 446.01, Queens County, New York",3817,510
1400000US36081044602,36081044602,"Census Tract 446.02, Queens County, New York",4706,564
1400000US36081044800,36081044800,"Census Tract 448, Queens County, New York",2923,338
1400000US36081045000,36081045000,"Census Tract 450, Queens County, New York",2271,290
1400000US36081045200,36081045200,"Census Tract 452, Queens County, New York",989,237
1400000US36081045400,36081045400,"Census Tract 454, Queens County, New York",4708,460
1400000US36081045500,36081045500,"Census Tract 455, Queens County, New York",15051,1325
1400000US36081045600,36081045600,"Census Tract 456, Queens County, New York",1497,192
1400000US36081045700,36081045700,"Census Tract 457, Queens County, New York",3462,502
1400000US36081045800,36081045800,"Census Tract 458, Queens County, New York",2299,257
1400000US36081045900,36081045900,"Census Tract 459, Queens County, New York",3700,582
1400000US36081046000,36081046000,"Census Tract 460, Queens County, New York",6197,591
1400000US36081046100,36081046100,"Census Tract 461, Queens County, New York",2801,374
1400000US36081046200,36081046200,"Census Tract 462, Queens County, New York",8189,1194
1400000US36081046300,36081046300,"Census Tract 463, Queens County, New York",4362,684
1400000US36081046400,36081046400,"Census Tract 464, Queens County, New York",1725,217
1400000US36081046500,36081046500,"Census Tract 465, Queens County, New York",3329,565
1400000US36081046600,36081046600,"Census Tract 466, Queens County, New York",3786,736
1400000US36081046700,36081046700,"Census Tract 467, Queens County, New York",6400,995
1400000US36081046800,36081046800,"Census Tract 468, Queens County, New York",3162,364
1400000US36081046900,36081046900,"Census Tract 469, Queens County, New York",7804,933
1400000US36081047000,36081047000,"Census Tract 470, Queens County, New York",3488,302
1400000US36081047100,36081047100,"Census Tract 471, Queens County, New York",4463,569
1400000US36081047200,36081047200,"Census Tract 472, Queens County, New York",3811,471
1400000US36081047300,36081047300,"Census Tract 473, Queens County, New York",4249,507
1400000US36081047500,36081047500,"Census Tract 475, Queens County, New York",3982,599
1400000US36081047600,36081047600,"Census Tract 476, Queens County, New York",1594,189
1400000US36081047800,36081047800,"Census Tract 478, Queens County, New York",5450,728
1400000US36081047900,36081047900,"Census Tract 479, Queens County, New York",5340,563
1400000US36081048000,36081048000,"Census Tract 480, Queens County, New York",2730,377
1400000US36081048100,36081048100,"Census Tract 481, Queens County, New York",6384,721
1400000US36081048200,36081048200,"Census Tract 482, Queens County, New York",1521,142
1400000US36081048300,36081048300,"Census Tract 483, Queens County, New York",4290,428
1400000US36081048400,36081048400,"Census Tract 484, Queens County, New York",5265,795
1400000US36081048500,36081048500,"Census Tract 485, Queens County, New York",4369,489
1400000US36081048900,36081048900,"Census Tract 489, Queens County, New York",1788,257
1400000US36081049200,36081049200,"Census Tract 492, Queens County, New York",4976,437
1400000US36081049301,36081049301,"Census Tract 493.01, Queens County, New York",2042,239
1400000US36081049302,36081049302,"Census Tract 493.02, Queens County, New York",2879,317
1400000US36081049500,36081049500,"Census Tract 495, Queens County, New York",1417,187
1400000US36081049600,36081049600,"Census Tract 496, Queens County, New York",3296,264
1400000US36081049700,36081049700,"Census Tract 497, Queens County, New York",3077,417
1400000US36081049900,36081049900,"Census Tract 499, Queens County, New York",5490,576
1400000US36081050000,36081050000,"Census Tract 500, Queens County, New York",4476,478
1400000US36081050201,36081050201,"Census Tract 502.01, Queens County, New York",1431,236
1400000US36081050202,36081050202,"Census Tract 502.02, Queens County, New York",1473,161
1400000US36081050400,36081050400,"Census Tract 504, Queens County, New York",2051,245
1400000US36081050500,36081050500,"Census Tract 505, Queens County, New York",1497,217
1400000US36081050600,36081050600,"Census Tract 506, Queens County, New York",1652,278
1400000US36081050700,36081050700,"Census Tract 507, Queens County, New York",4192,468
1400000US36081050800,36081050800,"Census Tract 508, Queens County, New York",2237,473
1400000US36081051000,36081051000,"Census Tract 510, Queens County, New York",1673,255
1400000US36081051100,36081051100,"Census Tract 511, Queens County, New York",2139,248
1400000US36081051200,36081051200,"Census Tract 512, Queens County, New York",2831,347
1400000US36081051300,36081051300,"Census Tract 513, Queens County, New York",2281,268
1400000US36081051500,36081051500,"Census Tract 515, Queens County, New York",2881,295
1400000US36081051600,36081051600,"Census Tract 516, Queens County, New York",2141,203
1400000US36081051700,36081051700,"Census Tract 517, Queens County, New York",1862,257
1400000US36081051800,36081051800,"Census Tract 518, Queens County, New York",2336,391
1400000US36081052000,36081052000,"Census Tract 520, Queens County, New York",1619,187
1400000US36081052100,36081052100,"Census Tract 521, Queens County, New York",2265,336
1400000US36081052200,36081052200,"Census Tract 522, Queens County, New York",1822,270
1400000US36081052400,36081052400,"Census Tract 524, Queens County, New York",1705,233
1400000US36081052500,36081052500,"Census Tract 525, Queens County, New York",2116,230
1400000US36081052600,36081052600,"Census Tract 526, Queens County, New York",2043,287
1400000US36081052800,36081052800,"Census Tract 528, Queens County, New York",1371,240
1400000US36081053000,36081053000,"Census Tract 530, Queens County, New York",2426,320
1400000US36081053100,36081053100,"Census Tract 531, Queens County, New York",3300,428
1400000US36081053200,36081053200,"Census Tract 532, Queens County, New York",1809,268
1400000US36081053401,36081053401,"Census Tract 534.01, Queens County, New York",2073,265
1400000US36081053500,36081053500,"Census Tract 535, Queens County, New York",1407,221
1400000US36081053601,36081053601,"Census Tract 536.01, Queens County, New York",2050,311
1400000US36081053800,36081053800,"Census Tract 538, Queens County, New York",1782,195
1400000US36081053900,36081053900,"Census Tract 539, Queens County, New York",4370,480
1400000US36081054000,36081054000,"Census Tract 540, Queens County, New York",4536,522
1400000US36081054200,36081054200,"Census Tract 542, Queens County, New York",5095,527
1400000US36081054500,36081054500,"Census Tract 545, Queens County, New York",4031,516
1400000US36081054700,36081054700,"Census Tract 547, Queens County, New York",5459,498
1400000US36081054800,36081054800,"Census Tract 548, Queens County, New York",2453,200
1400000US36081054900,36081054900,"Census Tract 549, Queens County, New York",6202,662
1400000US36081055100,36081055100,"Census Tract 551, Queens County, New York",4672,441
1400000US36081055200,36081055200,"Census Tract 552, Queens County, New York",2986,374
1400000US36081055300,36081055300,"Census Tract 553, Queens County, New York",2718,368
1400000US36081055400,36081055400,"Census Tract 554, Queens County, New York",2387,199
1400000US36081055500,36081055500,"Census Tract 555, Queens County, New York",2421,248
1400000US36081055600,36081055600,"Census Tract 556, Queens County, New York",2322,247
1400000US36081055700,36081055700,"Census Tract 557, Queens County, New York",3547,441
1400000US36081055800,36081055800,"Census Tract 558, Queens County, New York",1753,247
1400000US36081055900,36081055900,"Census Tract 559, Queens County, New York",1335,247
1400000US36081056000,36081056000,"Census Tract 560, Queens County, New York",1743,197
1400000US36081056100,36081056100,"Census Tract 561, Queens County, New York",62,34
1400000US36081056200,36081056200,"Census Tract 562, Queens County, New York",1691,209
1400000US36081056400,36081056400,"Census Tract 564, Queens County, New York",1570,253
1400000US36081056500,36081056500,"Census Tract 565, Queens County, New York",1571,190
1400000US36081056600,36081056600,"Census Tract 566, Queens County, New York",1444,190
1400000US36081056700,36081056700,"Census Tract 567, Queens County, New York",4867,514
1400000US36081056800,36081056800,"Census Tract 568, Queens County, New York",4719,468
