GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",1154,173
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",1948,181
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",5945,779
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",2909,243
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",4768,712
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",2326,236
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",2429,388
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",2114,236
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",5244,583
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",4254,423
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",2044,263
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",4462,320
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",4035,409
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",3733,324
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",3919,394
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",3494,295
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",3197,455
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",3520,344
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",1931,243
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",3256,388
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",3084,440
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",3631,305
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",4078,346
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",2535,277
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",1289,180
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",6318,476
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",1547,188
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",4185,230
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",2465,289
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",2843,279
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",0,11
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",3741,306
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",4079,447
1400000US36047015900,36047015900,"Census Tract 159, Kings County, New York",5161,551
1400000US36047016000,36047016000,"Census Tract 160, Kings County, New York",3983,389
1400000US36047016100,36047016100,"Census Tract 161, Kings County, New York",3243,309
1400000US36047016200,36047016200,"Census Tract 162, Kings County, New York",2062,201
1400000US36047016300,36047016300,"Census Tract 163, Kings County, New York",3225,391
1400000US36047016400,36047016400,"Census Tract 164, Kings County, New York",774,225
1400000US36047016500,36047016500,"Census Tract 165, Kings County, New York",5859,558
1400000US36047016600,36047016600,"Census Tract 166, Kings County, New York",1798,170
1400000US36047016700,36047016700,"Census Tract 167, Kings County, New York",5800,509
1400000US36047016800,36047016800,"Census Tract 168, Kings County, New York",1676,278
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",4739,301
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",3419,417
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",4098,341
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",3360,397
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",2081,242
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",0,11
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",2571,258
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",0,11
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",3058,324
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",4540,413
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",3298,435
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",3619,486
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",3574,442
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",2817,280
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",2993,268
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",4951,566
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",2158,255
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",1614,244
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",2875,214
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",4682,424
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",2826,323
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",3702,432
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",5861,575
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",4031,499
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",3901,337
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",4430,602
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",3561,307
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",1860,290
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",3829,431
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",2335,205
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",3735,369
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",2154,206
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",1764,184
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",1992,243
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",2907,234
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",2347,215
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",4708,402
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",3216,455
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",4380,515
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",1829,228
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",4858,600
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",4228,370
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",2194,297
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",5406,498
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",4533,635
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",4035,270
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",3892,478
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",3576,386
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",4924,513
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",4174,448
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",4281,611
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",5780,532
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",2261,316
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",3556,538
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",3748,420
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",3862,393
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",4288,600
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",3376,404
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",5073,797
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",5153,565
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",4667,620
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",4062,458
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",5669,567
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",3990,693
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",4626,586
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",2501,312
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",2994,355
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",4020,457
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",4039,309
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",4535,466
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",2892,340
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",2398,265
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",3013,227
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",4630,504
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",1539,202
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",3547,437
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",5310,414
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",2936,351
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",4280,522
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",5569,480
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",3338,434
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",2111,276
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",4888,539
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",2158,190
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",3826,617
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",3310,297
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",4993,578
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",2548,235
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",1834,227
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",4931,424
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",4011,442
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",3464,416
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",3937,424
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",3841,595
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",3302,441
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",2450,226
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",2874,378
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",3565,391
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",3228,405
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",3019,330
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",4630,601
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",4103,641
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",4630,545
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",3181,377
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",3705,481
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",1763,183
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",5076,585
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",3496,436
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",3997,506
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",3712,352
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",460,214
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",2938,281
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",5115,740
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",2781,353
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",3816,518
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",3789,483
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",4186,414
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",2896,397
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",2971,270
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",3156,382
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",2493,316
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",4027,415
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",5845,635
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",4302,454
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",4126,470
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",2947,334
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",4237,418
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",2675,392
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",4802,346
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",5120,636
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",4109,306
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",6267,365
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",1880,208
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",4958,638
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",2006,235
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",2190,270
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",3194,407
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",4753,616
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",5127,578
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",4776,587
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",3306,502
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",3799,429
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",3412,528
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",5866,527
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",3665,304
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",6881,604
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",7191,662
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",2485,282
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",2376,349
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",6207,623
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",4948,421
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",4046,447
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",4531,558
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",3034,415
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",4041,450
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",4254,472
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",4829,485
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",2215,279
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",2809,309
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",6404,647
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",5279,467
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",3050,411
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",3412,516
1400000US36047034800,36047034800,"Census Tract 348, Kings County, New York",2874,345
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",6041,465
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",2856,232
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",4445,484
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",1083,227
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",5253,585
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",5533,488
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",5397,527
1400000US36047035601,36047035601,"Census Tract 356.01, Kings County, New York",2849,235
1400000US36047035602,36047035602,"Census Tract 356.02, Kings County, New York",5198,391
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",2425,210
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",5337,597
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",3090,228
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",4241,706
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",2973,446
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",3480,469
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",4331,573
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",2498,291
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",2916,391
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",1282,233
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",5165,541
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",1405,199
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",5619,544
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",4495,410
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",4491,606
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",4050,491
1400000US36047037401,36047037401,"Census Tract 374.01, Kings County, New York",4470,540
1400000US36047037402,36047037402,"Census Tract 374.02, Kings County, New York",4753,674
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",3042,491
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",4354,401
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",3683,437
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",5459,427
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",6197,872
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",4525,511
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",3503,600
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",3730,409
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",4201,603
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",3833,356
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",2943,362
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",2457,306
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",3053,407
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",2546,355
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",3675,439
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",2464,259
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",4422,593
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",1824,348
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",3701,485
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",2665,290
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",3893,432
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",3344,450
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",3244,396
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",2962,254
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",4025,698
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",2352,251
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",1555,238
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",3533,396
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0,11
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",3499,515
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",3526,471
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",1977,221
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",3147,478
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",3161,442
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",4062,500
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",1653,272
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",1783,213
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",4409,525
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",2357,287
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",3215,357
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",2598,388
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",3871,560
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",1831,256
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",4321,547
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",3523,472
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",4384,512
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",3752,472
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",3103,300
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",4373,436
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",5303,475
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",3692,340
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",5327,520
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",3602,451
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",5369,512
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",4522,429
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",4284,487
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",3480,443
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",5202,497
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",4532,608
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",6449,578
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",2556,244
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",4146,599
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",2939,358
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",5261,581
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",2991,399
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",4896,495
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",3514,431
