GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",1523,236,439,143,387,130,52,55,13,19,39,52,0,11,0,11,0,11,894,165,47,43,0,11,804,167,43,34,0,11,0,11,0,11,9,13,97,56,18,19,66,52
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",3503,396,347,192,263,174,84,79,62,71,0,16,0,16,22,35,0,16,2304,380,0,16,0,16,2304,380,0,16,0,16,54,74,0,16,259,188,382,153,0,16,157,122
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",1805,238,418,130,301,96,117,66,117,66,0,11,0,11,0,11,0,11,1037,182,128,60,11,18,897,190,1,4,0,11,0,11,0,11,36,38,215,98,12,17,87,68
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",2400,278,244,115,225,110,19,21,19,21,0,11,0,11,0,11,0,11,1525,201,24,23,0,11,1485,202,8,13,8,12,59,37,13,19,97,44,271,102,0,11,191,76
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",2095,275,571,137,439,130,132,74,39,36,39,37,8,13,46,49,0,11,1213,241,323,177,0,11,854,170,26,19,10,16,0,11,0,11,11,21,260,127,0,11,40,31
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",2383,192,180,99,160,96,20,22,20,22,0,11,0,11,0,11,0,11,1658,208,10,12,0,11,1638,206,10,15,0,11,17,25,0,11,114,48,269,101,25,40,120,62
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",1043,189,303,88,221,87,82,50,60,53,11,17,0,11,11,19,0,11,684,166,259,85,0,11,415,151,10,14,0,11,0,11,0,11,0,11,28,32,0,11,28,39
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",1819,240,117,76,88,62,29,46,29,46,0,11,0,11,0,11,0,11,1286,224,78,78,0,11,1200,233,8,12,0,11,7,10,0,11,65,69,187,98,22,34,135,66
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",878,159,198,91,55,32,143,89,47,57,49,41,0,11,0,11,47,66,496,136,33,36,12,18,451,130,0,11,0,11,0,11,5,7,7,10,172,81,0,11,0,11
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",2379,338,269,94,167,73,102,59,42,38,0,16,19,29,0,16,41,38,1643,354,206,157,0,16,1421,312,16,26,0,16,0,16,0,16,0,16,429,159,38,42,0,16
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",2785,435,226,116,149,83,77,98,77,98,0,11,0,11,0,11,0,11,1735,395,0,11,0,11,1689,396,46,51,0,11,0,11,47,61,144,103,149,66,0,11,484,161
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",2172,280,297,113,186,78,111,92,102,91,9,15,0,16,0,16,0,16,1376,239,113,105,0,16,1255,222,8,12,0,16,0,16,0,16,80,62,349,108,8,14,62,47
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",2939,435,328,153,313,154,15,23,15,23,0,16,0,16,0,16,0,16,1929,366,0,16,0,16,1848,371,81,87,0,16,38,43,0,16,42,49,286,250,0,16,316,143
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",2757,372,305,136,247,118,58,66,17,29,0,16,16,29,25,36,0,16,1935,373,159,102,0,16,1765,344,11,16,0,16,0,16,0,16,87,64,364,143,41,44,25,37
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",2003,286,231,114,173,91,58,66,30,37,28,35,0,11,0,11,0,11,1477,265,123,88,0,11,1319,219,35,43,0,11,0,11,0,11,0,11,272,103,0,11,23,27
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",1943,282,247,94,195,89,52,46,8,12,8,12,11,21,0,11,25,39,1402,273,94,66,0,11,1308,254,0,11,0,11,11,16,22,35,0,11,220,112,15,25,26,30
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",1952,378,200,95,116,75,84,66,76,66,0,11,8,12,0,11,0,11,1396,269,149,99,0,11,1247,263,0,11,0,11,54,60,8,13,49,56,180,95,0,11,65,45
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",1775,320,241,159,152,95,89,107,61,97,0,16,0,16,28,45,0,16,1236,261,234,131,0,16,1002,226,0,16,0,16,0,16,0,16,16,28,249,162,33,51,0,16
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",1639,248,47,42,47,42,0,11,0,11,0,11,0,11,0,11,0,11,1398,278,90,101,0,11,1280,288,28,32,0,11,0,11,0,11,55,49,114,73,0,11,25,31
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",1624,201,259,94,137,60,122,76,80,62,8,11,22,23,12,20,0,11,1066,173,144,67,5,7,820,160,97,93,0,11,8,13,0,11,55,44,167,74,14,22,55,49
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",2427,314,214,93,177,89,37,35,5,16,12,20,0,16,20,24,0,16,1749,250,355,150,0,16,1385,216,9,15,0,16,31,33,0,16,90,99,268,117,34,53,41,45
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",2453,288,677,185,359,124,318,128,87,50,62,49,114,93,8,13,47,56,1393,258,277,136,10,16,1090,238,16,26,0,16,0,16,0,16,0,16,340,112,0,16,43,35
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",2840,340,455,152,339,135,116,75,55,53,31,41,0,16,20,28,10,16,1692,300,269,115,0,16,1404,295,19,22,0,16,0,16,0,16,8,14,612,168,0,16,73,51
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",3102,424,498,173,268,122,230,114,83,67,0,16,74,59,54,51,19,31,2016,341,478,154,0,16,1508,319,30,35,0,16,0,16,0,16,46,72,484,158,0,16,58,46
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",2847,428,406,130,243,111,163,81,60,55,23,27,0,16,62,54,18,19,1872,390,481,160,11,17,1380,336,0,16,0,16,0,16,8,13,39,44,483,159,15,25,24,27
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",2254,233,373,112,229,82,144,93,112,86,32,30,0,11,0,11,0,11,1412,213,117,81,0,11,1262,190,33,39,0,11,0,11,37,44,54,52,299,139,21,33,58,45
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",2368,400,349,125,140,73,209,111,62,58,43,48,18,20,20,29,66,76,1481,300,480,165,0,16,992,230,9,15,0,16,0,16,0,16,25,38,500,177,11,18,2,4
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",2868,327,872,208,451,146,421,147,271,114,25,28,42,47,59,49,24,31,1372,247,275,113,0,16,1052,245,45,42,0,16,0,16,0,16,0,16,584,176,0,16,40,37
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",2172,292,560,275,156,99,404,263,225,183,25,39,0,11,125,136,29,37,1145,310,199,149,0,11,872,274,74,81,0,11,0,11,0,11,0,11,463,161,4,10,0,11
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",1915,262,347,136,130,84,217,116,70,59,30,36,97,99,0,11,20,26,1232,268,358,168,0,11,845,186,29,29,0,11,0,11,0,11,0,11,277,93,9,17,50,47
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",1037,163,237,82,177,69,60,40,31,24,5,8,24,30,0,11,0,11,585,145,127,79,0,11,458,112,0,11,0,11,0,11,23,25,31,23,135,66,7,9,19,22
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",2426,327,414,142,252,105,162,88,130,81,0,16,23,28,9,14,0,16,1298,276,245,117,12,20,1010,262,31,49,0,16,41,61,0,16,11,19,564,206,0,16,98,64
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",1532,228,293,97,214,86,79,54,45,45,34,32,0,11,0,11,0,11,643,185,287,170,0,11,356,85,0,11,0,11,0,11,0,11,14,21,473,143,36,42,73,70
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",1693,304,456,198,219,106,237,150,55,41,11,20,40,43,104,124,27,45,970,166,259,130,0,11,710,184,1,2,0,11,12,24,0,11,0,11,162,128,35,40,58,94
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",1847,239,233,124,161,103,72,63,53,44,19,26,0,11,0,11,0,11,1342,262,39,34,0,11,1303,260,0,11,0,11,8,14,0,11,14,20,103,54,15,24,132,80
1400000US36047011800,36047011800,"Census Tract 118, Kings County, New York",918,216,282,112,134,60,148,87,95,80,0,11,32,32,21,24,0,11,515,174,70,46,0,11,445,151,0,11,0,11,0,11,0,11,0,11,121,78,0,11,0,11
1400000US36047011900,36047011900,"Census Tract 119, Kings County, New York",947,123,102,67,95,65,7,11,7,11,0,11,0,11,0,11,0,11,650,96,12,13,0,11,638,99,0,11,0,11,5,7,5,8,22,16,78,60,5,8,80,36
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",556,129,153,84,104,53,49,43,33,34,0,11,0,11,0,11,16,22,298,96,67,35,0,11,231,91,0,11,0,11,20,18,0,11,0,11,80,42,5,7,0,11
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",1227,116,189,66,177,67,12,19,0,11,0,11,0,11,0,11,12,19,804,104,30,47,5,7,769,99,0,11,0,11,5,8,0,11,24,18,59,39,8,12,138,71
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",2780,473,528,172,300,128,228,154,47,43,36,45,75,126,70,88,0,16,1787,367,205,132,0,16,1582,360,0,16,0,16,0,16,0,16,111,86,335,155,0,16,19,28
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",1451,191,301,85,231,70,70,51,63,50,7,10,0,11,0,11,0,11,848,153,148,69,17,21,675,157,8,11,0,11,0,11,0,11,26,24,218,73,6,9,52,38
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",2102,246,159,86,117,63,42,37,35,34,7,12,0,11,0,11,0,11,1561,253,181,80,0,11,1352,242,28,28,0,11,0,11,0,11,58,47,195,146,10,20,119,59
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",961,134,266,76,166,64,100,51,17,20,32,33,42,42,0,11,9,14,586,112,111,51,0,11,475,102,0,11,0,11,12,18,0,11,0,11,64,30,13,15,20,22
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",1611,229,40,41,40,41,0,11,0,11,0,11,0,11,0,11,0,11,1180,199,17,13,0,11,1133,198,30,36,0,11,9,13,0,11,40,36,150,71,10,16,182,84
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",1206,160,63,42,63,42,0,11,0,11,0,11,0,11,0,11,0,11,949,134,20,22,0,11,914,135,9,12,6,8,12,19,33,34,13,14,44,32,0,11,92,63
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",2203,336,368,116,336,116,32,33,14,17,0,16,18,28,0,16,0,16,1450,251,232,109,0,16,1211,237,7,11,0,16,0,16,0,16,7,11,190,70,26,34,162,111
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",2654,275,240,99,209,88,31,33,28,32,3,6,0,11,0,11,0,11,1889,250,69,50,0,11,1781,246,39,36,0,11,10,15,0,11,67,65,250,107,13,19,185,110
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",874,125,330,79,216,54,114,61,52,35,27,38,5,7,30,40,0,11,405,93,29,20,0,11,360,88,16,20,0,11,3,6,0,11,7,10,123,57,6,9,0,11
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",2656,201,189,85,122,56,67,48,67,48,0,11,0,11,0,11,0,11,1821,220,0,11,0,11,1805,221,16,18,0,11,0,11,24,36,70,48,249,95,0,11,303,106
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",2091,283,507,138,353,123,154,69,141,70,0,11,13,20,0,11,0,11,1276,238,136,66,0,11,1130,232,10,18,0,11,0,11,0,11,12,19,233,117,27,29,36,26
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",2102,155,265,91,256,89,9,14,0,11,9,14,0,11,0,11,0,11,1413,131,65,47,0,11,1334,130,14,19,0,11,36,40,11,16,35,26,134,53,32,31,176,72
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",1983,266,531,156,409,139,122,69,67,48,8,12,37,47,3,7,7,11,1210,207,67,51,0,11,1110,191,0,11,33,52,10,16,0,11,8,13,119,72,0,11,105,85
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",1917,232,237,85,228,84,9,15,0,11,9,15,0,11,0,11,0,11,1366,223,0,11,0,11,1357,221,9,14,0,11,0,11,0,11,8,13,144,64,0,11,162,73
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",1550,289,426,128,407,122,19,21,8,12,0,11,11,17,0,11,0,11,838,223,109,87,0,11,729,212,0,11,0,11,9,15,0,11,0,11,243,152,8,13,26,25
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",2204,277,224,77,186,69,38,44,28,40,9,15,0,11,0,11,1,5,1621,232,28,30,0,11,1593,225,0,11,0,11,0,11,0,11,119,69,143,77,0,11,97,64
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",965,130,365,85,315,79,50,30,28,25,22,19,0,11,0,11,0,11,520,120,105,50,0,11,406,110,9,10,0,11,0,11,6,10,0,11,71,34,0,11,3,6
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",1938,276,244,92,117,63,127,73,79,65,11,17,37,38,0,11,0,11,1353,200,16,17,9,15,1321,193,7,10,0,11,0,11,0,11,88,114,56,36,16,19,181,107
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",1460,241,386,112,367,107,19,21,19,21,0,11,0,11,0,11,0,11,848,160,115,64,0,11,716,149,17,18,0,11,0,11,0,11,14,22,150,91,0,11,62,51
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",2349,227,409,132,315,126,94,81,94,81,0,11,0,11,0,11,0,11,1357,216,34,28,0,11,1323,216,0,11,0,11,0,11,7,12,32,30,288,115,30,42,226,107
